"","year","rating","id","imdbid","title","titleId"
"1528",1972,3,7019,"0068284","Blacula","tt0068284"
"1529",1972,3,7186,"0068833","Last House on the Left, The","tt0068833"
"1530",1972,3,7434,"0068611","Frenzy","tt0068611"
"1531",1972,0,7544,"0070959","State of Siege","tt0070959"
"1532",1972,3,7964,"0068361","Discreet Charm of the Bourgeoisie, The","tt0068361"
"1533",1972,3,9183,"0068828","Lady Sings the Blues","tt0068828"
"1534",1972,0,9381,"0068815","Lone Wolf and Cub: Sword of Vengeance","tt0068815"
"1535",1972,2,9382,"0068816","Lone Wolf and Cub: Baby Cart at the River Styx","tt0068816"
"1536",1972,0,9383,"0143348","Lone Wolf and Cub: Baby Cart in Peril","tt0143348"
"1537",1972,0,9384,"0068817","Lone Wolf and Cub: Baby Cart to Hades","tt0068817"
"1538",1972,3,9454,"0070698","Sisters","tt0070698"
"1539",1972,3,9736,"0067206","Hitchhikers, The","tt0067206"
"1540",1972,3,9747,"0068273","Big Bird Cage, The","tt0068273"
"1541",1972,0,9774,"0069095","All the Way Boys","tt0069095"
"1542",1972,1,10589,"0068281","Black Gunn","tt0068281"
"1543",1973,1,257,"0070233","Ivan Vasilevich menyaet professiyu","tt0070233"
"1544",1973,0,269,"0069762","Badlands","tt0069762"
"1545",1973,3,722,"0069995","Don&#39;t look now","tt0069995"
"1546",1973,3,751,"0070047","Exorcist, The","tt0070047"
"1547",1973,3,939,"0070917","Wicker Man, The","tt0070917"
"1548",1973,2,1550,"0069747","Mad Adventures of &#39;Rabbi&#39; Jacob, The","tt0069747"
"1549",1973,3,1281,"0068282","Black Mama, White Mama","tt0068282"
"1550",1973,3,1768,"0070040","Spirit of the Beehive, The","tt0070040"
"1551",1973,1,2316,"0070735","Sting, The","tt0070735"
"1552",1973,2,2444,"0070819","A Touch of Class","tt0070819"
"1553",1973,1,2447,"0070707","Sleeper","tt0070707"
"1554",1973,3,2682,"0070300","Lemora: A Child&#39;s Tale Of The Supernatural","tt0070300"
"1555",1973,1,2769,"0070666","Serpico","tt0070666"
"1556",1973,1,2816,"0070723","Soylent Green","tt0070723"
"1557",1973,1,2848,"0071615","Holy Mountain, The","tt0071615"
"1558",1973,0,3433,"0070511","Papillon","tt0070511"
"1559",1973,3,3446,"0070510","Paper Moon","tt0070510"
"1560",1973,0,3688,"0070239","Jesus Christ Superstar","tt0070239"
"1561",1973,2,4610,"0069704","American Graffiti","tt0069704"
"1562",1973,3,4667,"0070608","Robin Hood","tt0070608"
"1563",1973,3,4882,"0070294","Legend of Hell House, The","tt0070294"
"1564",1973,1,5127,"0068699","High Plains Drifter","tt0068699"
"1565",1973,2,5187,"0069067","Payday","tt0069067"
"1566",1973,1,5315,"0070379","Mean Streets","tt0070379"
"1567",1973,1,5393,"0070328","Live and Let Die","tt0070328"
"1568",1973,3,5439,"0069990","Don Juan (Or If Don Juan Were a Woman)","tt0069990"
"1569",1973,3,5996,"0070460","Day for Night","tt0070460"
"1570",1973,2,6078,"0068359","A Charlie Brown Thanksgiving","tt0068359"
"1571",1973,3,6079,"0068370","Children Shouldn&#39;t Play with Dead Things","tt0068370"
"1572",1973,0,6484,"0070122","Godzilla vs. Megalon","tt0070122"
"1573",1973,3,6733,"0158714","Lady Snowblood","tt0158714"
"1574",1973,3,6815,"0069754","Baby, The","tt0069754"
"1575",1973,3,7020,"0070842","Turkish Delight","tt0070842"
"1576",1973,3,7406,"0068232","El ataque de los muertos sin ojos [Return of the Evil Dead]","tt0068232"
"1577",1973,3,7593,"0069895","Crazies, The","tt0069895"
"1578",1973,3,7603,"0069987","A Doll&#39;s House","tt0069987"
"1579",1973,2,7867,"0070904","World on a Wire","tt0070904"
"1580",1973,1,8320,"0070634","Satanic Rites of Dracula, The","tt0070634"
"1581",1973,1,8828,"0070518","Pat Garrett &amp; Billy the Kid","tt0070518"
"1582",1973,3,8842,"0070782","Terminal Island","tt0070782"
"1583",1973,1,8926,"0070034","Enter the Dragon","tt0070034"
"1584",1973,0,9166,"0070468","Offence, The","tt0070468"
"1585",1973,0,9298,"0070544","Fantastic Planet","tt0070544"
"1586",1973,0,9558,"0070534","Knock Out Cop, The","tt0070534"
"1587",1973,0,9738,"0074080","&#39;Gator Bait","tt0074080"
"1588",1973,3,9760,"0069745","Female Vampire","tt0069745"
"1589",1973,3,9761,"0066914","La nuit des etoiles filantes","tt0066914"
"1590",1973,0,9763,"0126004","La rose de fer","tt0126004"
"1591",1973,0,9777,"0070215","My Name Is Nobody","tt0070215"
"1592",1973,2,9824,"0072281","Three Musketeers, The","tt0072281"
"1593",1973,3,9995,"0070453","Les noces rouges","tt0070453"
"1594",1973,3,10353,"0070898","A Warm December","tt0070898"
"1595",1973,3,10503,"0070926","Wonder Women","tt0070926"
"1596",1973,2,10571,"0071129","Amarcord","tt0071129"
"1597",1973,3,10572,"0071396","Messiah of Evil","tt0071396"
"1598",1973,2,10588,"0069897","Coffy","tt0069897"
"1599",1974,3,264,"0071381","Celine and Julie Go Boating","tt0071381"
"1600",1974,1,845,"0071230","Blazing Saddles","tt0071230"
"1601",1974,2,1077,"0072431","Young Frankenstein","tt0072431"
"1602",1974,2,1673,"0070948","Zardoz","tt0070948"
"1603",1974,0,1814,"0069945","Dark Star","tt0069945"
"1604",1974,3,2025,"0071935","Odessa File, The","tt0071935"
"1605",1974,3,2214,"0071115","Alice Doesn&#39;t Live Here Anymore","tt0071115"
"1606",1974,2,2237,"0071315","Chinatown","tt0071315"
"1607",1974,1,2399,"0071583","Groove Tube, The","tt0071583"
"1608",1974,1,2814,"0072271","Texas Chain Saw Massacre, The","tt0072271"
"1609",1974,3,3236,"0071803","Mame","tt0071803"
"1610",1974,3,3770,"0071222","Black Christmas","tt0071222"
"1611",1974,2,3896,"0071562","Godfather: Part II, The","tt0071562"
"1612",1974,1,3985,"0071360","Conversation, The","tt0071360"
"1613",1974,1,4520,"0072308","Towering Inferno, The","tt0072308"
"1614",1974,1,4901,"0074462","Edvard Munch","tt0074462"
"1615",1974,3,5118,"0071141","Ali: Fear Eats the Soul","tt0071141"
"1616",1974,1,5434,"0071807","Man with the Golden Gun, The","tt0071807"
"1617",1974,3,5531,"0071402","Death Wish","tt0071402"
"1618",1974,0,5781,"0071994","Phantom of the Paradise","tt0071994"
"1619",1974,3,5843,"0072979","Female Trouble","tt0072979"
"1620",1974,0,5999,"0071970","Parallax View, The","tt0071970"
"1621",1974,3,6175,"0071517","Foxy Brown","tt0071517"
"1622",1974,3,6465,"0072325","Truck Turner","tt0072325"
"1623",1974,1,6480,"0071565","Godzilla vs. Mechagodzilla","tt0071565"
"1624",1974,3,6535,"0071247","Brief Encounter","tt0071247"
"1625",1974,2,6758,"0072353","Going Places","tt0072353"
"1626",1974,3,7003,"0071464","Emmanuelle","tt0071464"
"1627",1974,3,7076,"0072417","A Woman Under The Influence","tt0072417"
"1628",1974,1,7077,"0070297","Legend of the 7 Golden Vampires, The","tt0070297"
"1629",1974,3,7249,"0071690","Je, tu, il, elle","tt0071690"
"1630",1974,2,7338,"0071431","Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue]","tt0071431"
"1631",1974,3,8140,"0070003","Dracula","tt0070003"
"1632",1974,3,8355,"0072354","Vampyres","tt0072354"
"1633",1974,2,8551,"0072226","Sugarland Express, The","tt0072226"
"1634",1974,3,9046,"0071110","Airport 1975","tt0071110"
"1635",1974,0,9154,"0071717","Killdozer","tt0071717"
"1636",1974,0,9385,"0071695","Kozure Okami: Jigoku e ikuzo! Daigoro","tt0071695"
"1637",1974,3,9748,"0069729","Arena, The","tt0069729"
"1638",1974,0,9778,"0069697","Watch Out, We&#39;re Mad","tt0069697"
"1639",1974,3,10128,"0071233","Blood for dracula","tt0071233"
"1640",1975,3,230,"0073540","Picnic at Hanging Rock","tt0073540"
"1641",1975,3,293,"0073747","Stepford Wives, The","tt0073747"
"1642",1975,1,337,"0073802","Three Days of the Condor","tt0073802"
"1643",1975,2,529,"0073179","Ironiya sudby, ili S legkim parom!","tt0073179"
"1644",1975,3,564,"0073076","Grey Gardens","tt0073076"
"1645",1975,1,850,"0073812","Tommy","tt0073812"
"1646",1975,2,1321,"0073486","One Flew Over the Cuckoo&#39;s Nest","tt0073486"
"1647",1975,3,1228,"0073629","Rocky Horror Picture Show, The","tt0073629"
"1648",1975,3,1737,"0072500","Fawlty Towers","tt0072500"
"1649",1975,0,1807,"0071411","Dersu Uzala","tt0071411"
"1650",1975,2,1839,"0071853","Monty Python and the Holy Grail","tt0071853"
"1651",1975,1,2317,"0072684","Barry Lyndon","tt0072684"
"1652",1975,3,2561,"0073195","Jaws","tt0073195"
"1653",1975,3,2760,"0071427","Dialogues of Exiles","tt0071427"
"1654",1975,3,2831,"0071798","Maids, The","tt0071798"
"1655",1975,3,3368,"0073198","Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles","tt0073198"
"1656",1975,3,3668,"0072443","Mirror, The","tt0072443"
"1657",1975,3,3799,"0072890","Dog Day Afternoon","tt0072890"
"1658",1975,3,4284,"0073115","Story of O, The","tt0073115"
"1659",1975,3,4517,"0073440","Nashville","tt0073440"
"1660",1975,0,5798,"0072895","Dolemite","tt0072895"
"1661",1975,1,5963,"0072448","Zorro","tt0072448"
"1662",1975,1,6564,"0073373","Terror of Mechagodzilla","tt0073373"
"1663",1975,0,6654,"0072730","A boy and His Dog","tt0072730"
"1664",1975,3,6799,"0073778","Switchblade Sisters","tt0073778"
"1665",1975,3,6900,"0073598","Blonde in Black Leather","tt0073598"
"1666",1975,3,7008,"0072933","Emmanuelle II","tt0072933"
"1667",1975,3,7170,"0073582","Deep Red","tt0073582"
"1668",1975,3,7238,"0073650","Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]","tt0073650"
"1669",1975,3,7252,"0073233","Katie Tippel","tt0073233"
"1670",1975,3,7318,"0073312","Love and Death","tt0073312"
"1671",1975,1,8958,"0073172","Inserts","tt0073172"
"1672",1975,3,9160,"0072856","Death Race 2000","tt0072856"
"1673",1975,3,9217,"0073471","Numero deux","tt0073471"
"1674",1975,1,9559,"0073541","Flatfoot in Hong Kong","tt0073541"
"1675",1975,2,9730,"0073349","Mandingo","tt0073349"
"1676",1975,1,9823,"0072824","Count of Monte-Cristo, The","tt0072824"
"1677",1975,3,10344,"0073114","L&#39;histoire d&#39;Ad&egrave;le H.","tt0073114"
"1678",1975,3,10450,"0072791","Cleopatra Jones and the Casino of Gold","tt0072791"
"1679",1975,2,10466,"0073768","Supervixens","tt0073768"
"1680",1975,2,10505,"0072905","Dr. Minx","tt0072905"
"1681",1975,0,10587,"0073697","Sheba, Baby","tt0073697"
"1682",1976,3,219,"0074156","Assault on Precinct 13","tt0074156"
"1683",1976,3,457,"0074285","Carrie","tt0074285"
"1684",1976,2,967,"0075029","Outlaw Josey Wales, The","tt0075029"
"1685",1976,1,1423,"0074851","Man Who Fell to Earth, The","tt0074851"
"1686",1976,3,1287,"0075005","Omen, The","tt0075005"
"1687",1976,2,1393,"0074812","Logan&#39;s Run","tt0074812"
"1688",1976,3,1401,"0074958","Network","tt0074958"
"1689",1976,1,2223,"0075314","Taxi Driver","tt0075314"
"1690",1976,1,2267,"0075148","Rocky","tt0075148"
"1691",1976,1,2367,"0075222","Silent Movie","tt0075222"
"1692",1976,1,2530,"0072901","Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix)","tt0072901"
"1693",1976,3,2640,"0074256","Bugsy Malone","tt0074256"
"1694",1976,3,2672,"0075249","Sparkle","tt0075249"
"1695",1976,1,2683,"0075137","Revenge Of The Cheerleaders","tt0075137"
"1696",1976,3,2949,"0074937","Murder by Death","tt0074937"
"1697",1976,1,2974,"0075177","Sebastiane","tt0075177"
"1698",1976,3,3190,"0074102","In the Realm of the Senses","tt0074102"
"1699",1976,1,3417,"0074860","Marathon Man","tt0074860"
"1700",1976,0,3722,"0075265","A Star Is Born","tt0075265"
"1701",1976,3,3879,"0074152","Small Change","tt0074152"
"1702",1976,3,4185,"0074806","Little Girl Who Lives Down the Lane, The","tt0074806"
"1703",1976,1,4612,"0075178","Il secondo tragico Fantozzi","tt0075178"
"1704",1976,3,4615,"0074512","Family Plot","tt0074512"
"1705",1976,1,5706,"0075223","Silver Streak","tt0075223"
"1706",1976,0,6505,"0074400","Desert of the Tartars, The","tt0074400"
"1707",1976,1,7183,"0074119","All the President&#39;s Men","tt0074119"
"1708",1976,1,7405,"0073518","Pascual Duarte","tt0073518"
"1709",1976,1,8161,"0075342","Town That Dreaded Sundown, The","tt0075342"
"1710",1976,1,8271,"0074811","Tenant, The","tt0074811"
"1711",1976,1,8541,"0075467","Az otodik pecset","tt0075467"
"1712",1976,3,8628,"0074597","Gumball Rally, The","tt0074597"
"1713",1976,1,9152,"0075359","Two-Minute Warning","tt0075359"
"1714",1976,0,9297,"0074121","Allegro non troppo","tt0074121"
"1715",1976,1,9387,"0074740","Keoma","tt0074740"
"1716",1976,0,9644,"0131335","Canoa: A Shameful Memory","tt0131335"
"1717",1976,2,9731,"0074437","Drum","tt0074437"
"1718",1976,1,9732,"0074855","Mandinga","tt0074855"
"1719",1976,2,9733,"0074471","Emmanuelle bianca e nera","tt0074471"
"1720",1976,3,10201,"0076054","Freaky Friday","tt0076054"
"1721",1976,1,10287,"0073972","Charlies Angels","tt0073972"
"1722",1976,3,10469,"0075376","Up!","tt0075376"
"1723",1977,1,669,"0076759","Star Wars","tt0076759"
"1724",1977,3,688,"0076727","Sluzhebnyy roman","tt0076727"
"1725",1977,3,693,"0076843","Turning Point, The","tt0076843"
"1726",1977,3,862,"0076245","Julia","tt0076245"
"1727",1977,1,911,"0076666","Saturday Night Fever","tt0076666"
"1728",1977,0,1063,"0076363","Many Adventures of Winnie the Pooh, The","tt0076363"
"1729",1977,3,1217,"0076618","Rescuers, The","tt0076618"
"1730",1977,0,1477,"0075276","Stroszek","tt0075276"
"1731",1977,3,1469,"0075686","Annie Hall","tt0075686"
"1732",1977,3,1687,"0076095","Goodbye Girl, The","tt0076095"
"1733",1977,1,1710,"0076734","Soldaat van Oranje","tt0076734"
"1734",1977,3,1857,"0076786","Suspiria","tt0076786"
"1735",1977,3,2524,"0075612","3 Women","tt0075612"
"1736",1977,3,2534,"0076162","House","tt0076162"
"1737",1977,2,3366,"0076085","A Special Day","tt0076085"
"1738",1977,1,2983,"0075784","A Bridge Too Far","tt0075784"
"1739",1977,2,3216,"0075938","Devil, Probably, The","tt0075938"
"1740",1977,1,3248,"0075617","ABBA: The Movie","tt0075617"
"1741",1977,3,3567,"0074455","Death Trap!","tt0074455"
"1742",1977,1,3610,"0075860","Close Encounters of the Third Kind","tt0075860"
"1743",1977,3,3720,"0076319","A Little Night Music","tt0076319"
"1744",1977,1,3952,"0076155","Man Who Loved Women, The","tt0076155"
"1745",1977,0,4147,"0074486","Eraserhead","tt0074486"
"1746",1977,3,4200,"0076683","Sentinel, The","tt0076683"
"1747",1977,0,4452,"0076661","36 Crazy Fists, The","tt0076661"
"1748",1977,1,4474,"0076141","High Anxiety","tt0076141"
"1749",1977,3,4936,"0074611","Haunting of Julia, The","tt0074611"
"1750",1977,3,9184,"0076723","Slap Shot","tt0076723"
"1751",1977,0,5694,"0075909","Damnation Alley","tt0075909"
"1752",1977,1,5723,"0076752","Spy Who Loved Me, The","tt0076752"
"1753",1977,1,7034,"0077914","Martin","tt0077914"
"1754",1977,3,7195,"0077681","Hills Have Eyes, The","tt0077681"
"1755",1977,3,7250,"0075936","Desperate Living","tt0075936"
"1756",1977,1,7695,"0076257","Kentucky Fried Movie, The","tt0076257"
"1757",1977,3,7728,"0076271","Kingdom of the Spiders","tt0076271"
"1758",1977,1,8401,"0076504","Orca","tt0076504"
"1759",1977,2,8439,"0076538","Pete&#39;s Dragon","tt0076538"
"1760",1977,3,8746,"0076591","Race for Your Life, Charlie Brown","tt0076591"
"1761",1977,1,8860,"0075968","Duelists, The","tt0075968"
"1762",1977,3,8985,"0075666","Alucarda","tt0075666"
"1763",1977,3,9100,"0075679","Bad","tt0075679"
"1764",1977,3,9113,"0075939","Peppermint Soda","tt0075939"
"1765",1977,3,9211,"0078089","Planet of Dinosaurs","tt0078089"
"1766",1977,3,9401,"0076590","Rabid","tt0076590"
"1767",1977,2,9580,"0074853","Man in the Iron Mask, The","tt0074853"
"1768",1977,0,9623,"0076578","Pumping Iron","tt0076578"
"1769",1977,3,9757,"0077497","Emmanuelle 3","tt0077497"
"1770",1977,3,9759,"0074548","Love Camp","tt0074548"
"1771",1977,0,9775,"0076175","March or Die","tt0076175"
"1772",1977,0,10607,"0077687","Hobbit, The","tt0077687"
"1773",1978,3,238,"0077405","Days of Heaven","tt0077405"
"1774",1978,2,303,"0077975","Animal House","tt0077975"
"1775",1978,0,405,"0076584","Quel maledetto treno blindato","tt0076584"
"1776",1978,3,515,"0077711","H&ouml;stsonaten","tt0077711"
"1777",1978,3,753,"0077631","Grease","tt0077631"
"1778",1978,1,1047,"0193524","Star Wars Holiday Special, The","tt0193524"
"1779",1978,0,1200,"0078259","Shout, The","tt0078259"
"1780",1978,2,1284,"0077394","Damien: Omen II","tt0077394"
"1781",1978,0,1503,"0077402","Dawn of the Dead","tt0077402"
"1782",1978,3,1658,"0077742","Interiors","tt0077742"
"1783",1978,1,1999,"0078346","Superman","tt0078346"
"1784",1978,1,2282,"0078480","Watership Down","tt0078480"
"1785",1978,2,2584,"0077189","Avalanche","tt0077189"
"1786",1978,1,2668,"0077416","Deer Hunter, The","tt0077416"
"1787",1978,3,2815,"0077651","Halloween","tt0077651"
"1788",1978,3,2965,"0077413","Death on the Nile","tt0077413"
"1789",1978,3,3048,"0077613","Girlfriends","tt0077613"
"1790",1978,3,3391,"0078509","A Woman Called Moses","tt0078509"
"1791",1978,0,3419,"0077928","Midnight Express","tt0077928"
"1792",1978,3,4317,"0076161","Hound of the Baskervilles, The","tt0076161"
"1793",1978,2,4111,"0077288","La cage aux folles","tt0077288"
"1794",1978,0,4721,"0306646","Ringing Bell (Chirin no Suzu)","tt0306646"
"1795",1978,0,4905,"0077713","I Spit on Your Grave","tt0077713"
"1796",1978,3,5198,"0078503","Within the Woods","tt0078503"
"1797",1978,3,5331,"0078504","Wiz, The","tt0078504"
"1798",1978,3,5548,"0077215","Battlestar Galactica","tt0077215"
"1799",1978,3,6406,"0077578","Foul Play","tt0077578"
"1800",1978,1,6638,"0077889","Magic","tt0077889"
"1801",1978,1,6695,"0077269","Boys from Brazil, The","tt0077269"
"1802",1978,2,7223,"0077766","Jaws 2","tt0077766"
"1803",1978,3,8160,"0079946","Starcrash","tt0079946"
"1804",1978,1,8437,"0077869","Lord of the Rings, The","tt0077869"
"1805",1978,2,8701,"0077629","Gray Lady Down","tt0077629"
"1806",1978,2,8721,"0078111","Pretty Baby","tt0078111"
"1807",1978,1,8887,"0077275","Brink&#39;s Job, The","tt0077275"
"1808",1978,0,9227,"0077474","Driver, The","tt0077474"
"1809",1978,0,9518,"0077369","Convoy","tt0077369"
"1810",1978,0,9560,"0077864","Lo chiamavano Bulldozer","tt0077864"
"1811",1978,3,10068,"0076240","Jubilee","tt0076240"
"1812",1978,3,10519,"0078295","Someone&#39;s Watching Me","tt0078295"
"1813",1978,3,10575,"0078087","Piranha","tt0078087"
"1814",1978,1,10611,"0077838","Last Waltz, The","tt0077838"
"1815",1979,3,13,"0078748","Alien","tt0078748"
"1816",1979,1,403,"0079522","Manhattan","tt0079522"
"1817",1979,1,695,"0080120","Warriors, The","tt0080120"
"1818",1979,3,787,"0079470","Life of Brian","tt0079470"
"1819",1979,1,846,"0079180","Frisco Kid, The","tt0079180"
"1820",1979,3,1020,"0078875","Die Blechtrommel","tt0078875"
"1821",1979,1,1300,"0079945","Star Trek: The Motion Picture","tt0079945"
"1822",1979,2,1222,"0078754","All That Jazz","tt0078754"
"1823",1979,2,1699,"0078841","Being There","tt0078841"
"1824",1979,3,1766,"0079095","Marriage of Maria Braun, The","tt0079095"
"1825",1979,3,2187,"0079336","In-Laws, The","tt0079336"
"1826",1979,0,2227,"0078788","Apocalypse Now","tt0078788"
"1827",1979,3,2284,"0078966","China Syndrome, The","tt0078966"
"1828",1979,1,2327,"0079367","Jerk, The","tt0079367"
"1829",1979,0,2496,"0079641","Nosferatu the Vampyre","tt0079641"
"1830",1979,0,3420,"0079116","Escape from Alcatraz","tt0079116"
"1831",1979,1,3504,"0079574","Moonraker","tt0079574"
"1832",1979,1,3667,"0079944","Stalker","tt0079944"
"1833",1979,1,4599,"0079766","Quadrophenia","tt0079766"
"1834",1979,3,4687,"0078767","Amityville Horror, The","tt0078767"
"1835",1979,3,4741,"0079813","Rock &#39;n&#39; Roll High School","tt0079813"
"1836",1979,0,4766,"0077707","L&#39;hypothese du tableau vole","tt0077707"
"1837",1979,3,4797,"0079596","My Brilliant Career","tt0079596"
"1838",1979,2,5234,"0080025","Time After Time","tt0080025"
"1839",1979,3,5415,"0079540","Meatballs","tt0079540"
"1840",1979,3,5708,"0078778","Angels&#39; Brigade","tt0078778"
"1841",1979,3,6280,"0078843","Bell Jar, The","tt0078843"
"1842",1979,3,6290,"0079501","Mad Max","tt0079501"
"1843",1979,1,6870,"0079817","Rocky II","tt0079817"
"1844",1979,1,7092,"0079714","Phantasm","tt0079714"
"1845",1979,0,7233,"0078869","Black Hole, The","tt0078869"
"1846",1979,3,7636,"0079261","Hair","tt0079261"
"1847",1979,1,7645,"0079417","Kramer vs. Kramer","tt0079417"
"1848",1979,3,8168,"0080040","Tourist Trap","tt0080040"
"1849",1979,3,8510,"0079833","Rupan sansei: Kariosutoro no shiro","tt0079833"
"1850",1979,1,8516,"0079593","Murder by Natural Causes","tt0079593"
"1851",1979,2,8987,"0079588","Muppet Movie, The","tt0079588"
"1852",1979,1,9404,"0079679","Osenniy marafon","tt0079679"
"1853",1979,0,9417,"0079871","Scum","tt0079871"
"1854",1979,0,9638,"0078913","Buffet froid","tt0078913"
"1855",1979,3,9857,"0079639","North Avenue Irregulars, The","tt0079639"
"1856",1979,1,9876,"0079826","Rose, The","tt0079826"
"1857",1979,3,9966,"0079638","Norma Rae","tt0079638"
"1858",1979,2,10470,"0078846","Beneath the Valley of the Ultra-Vixens","tt0078846"
"1859",1980,1,208,"0080455","Blues Brothers, The","tt0080455"
"1860",1980,3,360,"0080716","Fame","tt0080716"
"1861",1980,0,670,"0080684","Star Wars: Episode V - The Empire Strikes Back","tt0080684"
"1862",1980,3,684,"0079579","Moskva slezam ne verit","tt0079579"
"1863",1980,3,863,"0080319","Nine to Five (9 to 5)","tt0080319"
"1864",1980,3,873,"0080339","Airplane!","tt0080339"
"1865",1980,2,930,"0081505","Shining, The","tt0081505"
"1866",1980,1,1437,"0081398","Raging Bull","tt0081398"
"1867",1980,3,1223,"0080388","Atlantic City","tt0080388"
"1868",1980,3,1472,"0081616","La terrazza","tt0081616"
"1869",1980,1,1845,"0081249","Nude Bomb, The","tt0081249"
"1870",1980,1,1882,"0076582","Loose Shoes","tt0076582"
"1871",1980,1,2068,"0080377","Any Which Way You Can","tt0080377"
"1872",1980,1,2142,"0081414","Resurrection","tt0081414"
"1873",1980,1,2278,"0078935","Cannibal Holocaust","tt0078935"
"1874",1980,3,2377,"0080711","Fade to Black","tt0080711"
"1875",1980,3,2484,"0080749","Fog, The","tt0080749"
"1876",1980,3,2799,"0081060","Little Darlings","tt0081060"
"1877",1980,3,2883,"0081375","Private Benjamin","tt0081375"
"1878",1980,3,3254,"0081777","Xanadu","tt0081777"
"1879",1980,0,3427,"0080569","Cruising","tt0080569"
"1880",1980,3,3673,"0081323","Pepi, Luci, Bom and Other Girls Like Mom","tt0081323"
"1881",1980,3,3858,"0080745","Flash Gordon","tt0080745"
"1882",1980,2,3873,"0081534","Somewhere in Time","tt0081534"
"1883",1980,3,3962,"0080492","Can&#39;t Stop the Music","tt0080492"
"1884",1980,3,4282,"0081573","Superman II","tt0081573"
"1885",1980,3,4569,"0080761","Friday the 13th","tt0080761"
"1886",1980,0,4960,"0080855","Heaven&#39;s Gate","tt0080855"
"1887",1980,3,5681,"0080549","Coal Miner&#39;s Daughter","tt0080549"
"1888",1980,0,6395,"0080453","Blue Lagoon, The","tt0080453"
"1889",1980,0,6877,"0081237","Ninth Configuration, The","tt0081237"
"1890",1980,2,7192,"0081283","Ordinary People","tt0081283"
"1891",1980,2,7307,"0080421","Battle Beyond the Stars","tt0080421"
"1892",1980,3,7389,"0080931","Nightmare City","tt0080931"
"1893",1980,0,7401,"0080736","Final Countdown, The","tt0080736"
"1894",1980,0,7987,"0079820","King and the Mockingbird, The","tt0079820"
"1895",1980,3,8116,"0081163","Mirror Crack&#39;d, The","tt0081163"
"1896",1980,3,8402,"0081114","Maniac","tt0081114"
"1897",1980,1,8556,"0121403","Indul a bakterhaz","tt0121403"
"1898",1980,3,8945,"0081353","Popeye","tt0081353"
"1899",1980,3,9523,"0082100","Party, The","tt0082100"
"1900",1980,3,9781,"0080365","American Gigolo","tt0080365"
"1901",1980,0,9819,"0080979","Kagemusha","tt0080979"
"1902",1980,3,10430,"0079256","Health","tt0079256"
"1903",1981,3,340,"0082971","Raiders of the Lost Ark","tt0082971"
"1904",1981,3,744,"0082186","Clash of the Titans","tt0082186"
"1905",1981,0,874,"0082783","My Dinner With Andre","tt0082783"
"1906",1981,3,972,"0082776","Ms. 45","tt0082776"
"1907",1981,3,1568,"0082992","Rich and Famous","tt0082992"
"1908",1981,0,1197,"0083111","Southern Comfort","tt0083111"
"1909",1981,2,1124,"0082406","Fox and the Hound, The","tt0082406"
"1910",1981,0,1427,"0082340","Escape from New York","tt0082340"
"1911",1981,1,1081,"0082517","History of the World: Part I","tt0082517"
"1912",1981,3,1646,"0082370","Woman Next Door, The","tt0082370"
"1913",1981,3,1707,"0083248","Umrao Jaan","tt0083248"
"1914",1981,1,2053,"0082484","Quest for Fire","tt0082484"
"1915",1981,3,2062,"0082926","Polyester","tt0082926"
"1916",1981,3,2073,"0082474","Great Muppet Caper, The","tt0082474"
"1917",1981,0,2143,"0082096","Das Boot","tt0082096"
"1918",1981,3,2533,"0082640","Lady Chatterley&#39;s Lover","tt0082640"
"1919",1981,3,2667,"0082979","Reds","tt0082979"
"1920",1981,1,2697,"0081633","Time Bandits","tt0081633"
"1921",1981,1,2753,"0082869","Outland","tt0082869"
"1922",1981,2,2873,"0082010","An American Werewolf in London","tt0082010"
"1923",1981,1,3231,"0082509","Heavy Metal","tt0082509"
"1924",1981,2,3549,"0082089","Body Heat","tt0082089"
"1925",1981,3,3641,"0082766","Mommy Dearest","tt0082766"
"1926",1981,1,3918,"0083907","Evil Dead, The","tt0083907"
"1927",1981,3,3976,"0082176","Christiane F. - Wir Kinder vom Bahnhof Zoo","tt0082176"
"1928",1981,1,4009,"0082894","Pennies from Heaven","tt0082894"
"1929",1981,1,4561,"0082677","Looker","tt0082677"
"1930",1981,2,4572,"0082418","Friday the 13th Part 2","tt0082418"
"1931",1981,3,4708,"0082495","Halloween II","tt0082495"
"1932",1981,2,5325,"0083131","Stripes","tt0083131"
"1933",1981,3,5338,"0084090","Horror Planet","tt0084090"
"1934",1981,3,5378,"0082533","Howling, The","tt0082533"
"1935",1981,3,5955,"0082398","For Your Eyes Only","tt0082398"
"1936",1981,3,6240,"0083137","Der subjektive Faktor","tt0083137"
"1937",1981,3,6245,"0082714","Il marchese del Grillo","tt0082714"
"1938",1981,3,6496,"0082477","Gregory&#39;s Girl","tt0082477"
"1939",1981,1,6507,"0082158","Chariots of Fire","tt0082158"
"1940",1981,1,6630,"0082719","Marva Collins Story, The","tt0082719"
"1941",1981,3,6865,"0082085","Blow Out","tt0082085"
"1942",1981,1,6944,"0082288","Dragonslayer","tt0082288"
