data_id;iso;event_id_cnty;event_id_no_cnty;event_date;year;time_precision;event_type;sub_event_type;actor1;assoc_actor_1;inter1;actor2;assoc_actor_2;inter2;interaction;region;country;admin1;admin2;admin3;location;latitude;longitude;geo_precision;source;source_scale;notes;fatalities;timestamp;iso3
8667855;616;POL3504;3504;19.11.2021;2021;1;Riots;Mob violence;Rioters (International);Refugees/IDPs (International);5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Hajnowski;;Dubicze Cerkiewne;52.6504;23.4404;2;Polsat News;National;On 19 November 2021, about 200 migrants tried to enter the Polish territory from Belarus near Dubicze Cerkiewne. Some of them were pelting stones and other objects at Polish guards, even using firecrackers. Polish police and military forces blocked the migrants and prevented them from crossing, using tear gas and other similar measures. [size=about 200];0;1638296433;POL
8667856;616;POL3505;3505;19.11.2021;2021;1;Riots;Mob violence;Rioters (International);Refugees/IDPs (International);5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Hajnowski;;Starzyna;52.5876;23.5355;2;Polskieradio24;National;On 19 November 2021, during the night, refugees tried to enter the Polish territory from Belarus near Starzyna. Some of them were pelting stones at the Polish guards and damaged vehicles and other equipment. Polish police and military forces blocked the migrants and prevented them from crossing. [size=no report];0;1638296433;POL
8668075;233;EST245;245;19.11.2021;2021;1;Protests;Peaceful protest;Protesters (Estonia);"FFF: Fridays for Future; Students (Estonia)";6;;;0;60;Europe;Estonia;Tartu;Tartu City;;Tartu;58.3787;26.7266;1;FridaysForFuture;Other;On 19 November 2021, students organized by FFF: Fridays for Future gathered in Tartu to demand more action by governments in the face of climate change. [size=no report];0;1638296434;EST
8668346;616;POL3502;3502;19.11.2021;2021;1;Protests;Protest with intervention;Protesters (Poland);;6;Police Forces of Poland (2015-);;1;16;Europe;Poland;Dolnoslaskie;Legnica;;Legnica;51.208;16.1602;1;Radio Wroclaw;National;"On 19 November 2021, activists gathered near a botanical and zoo facility in Legnica. They were demanding an immediate inspection, claiming alleged cases of cruelty against animals. Law enforcers later arrived and asked them to leave; activists refused and were taken out by the policemen. [size=no report]";0;1638296434;POL
8668436;616;POL3503;3503;19.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"FFF: Fridays for Future; Students (Poland)";6;;;0;60;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Wyborcza;National;On 19 November 2021, activists affiliated with the FFF movement gathered for a rally in Warsaw, demanding better protection of the climate. [size=no report];0;1638296435;POL
8973492;440;LTU211;211;19.11.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);;6;;;0;60;Europe;Lithuania;Vilniaus;Vilniaus;;Vilnius;54.6869;25.2826;1;TV3;National;On 19 November 2021, protesters gathered to oppose the dismantling of a monument to a Soviet-Lithuanian writer in Vilnius, on the day it was being taken down on the grounds that the writer supported the 1940 occupation of Lithuania by the Soviet Union. [size=no report];0;1648594142;LTU
8656120;616;POL3495;3495;18.11.2021;2021;1;Riots;Mob violence;Rioters (International);Refugees/IDPs (International);5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Hajnowski;;Dubicze Cerkiewne;52.6504;23.4404;2;"Charter-97; Novinky";Regional;On 18 November 2021, during the night, two groups of several hundred refugees tried to destroy the border fence and enter the Polish territory from Belarus. The event took place near Dubicze Cerkiewne. Some of them were also pelting stones at Polish military and police forces and used a laser. About 100 people were detained. About 4 Polish soldiers were injured. [size=several hundred];0;1637696301;POL
8656223;616;POL3498;3498;18.11.2021;2021;1;Riots;Mob violence;Rioters (International);"Refugees/IDPs (International); Military Forces of Belarus (1994-)";5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Sokolski;;Usnarz Gorny;53.3372;23.757;3;Charter-97;Regional;On 18 November 2021, during the night, refugees tried to enter the Polish territory from Belarus in an unspecified border area [coded to Usnarz Gorny]. Some of them were pelting stones to Polish guards, while Belarusian military forces used strong lights to blind the Polish forces and support the refugees. Polish police and military forces blocked the migrants and prevented them from crossing. [size=no report];0;1637696301;POL
8656225;616;POL3477;3477;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Kujawsko-Pomorskie;Bydgoszcz;;Bydgoszcz;53.122;18.0002;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Bydgoszcz, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1637696301;POL
8656226;616;POL3486;3486;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"KOD: Committee for the Defence of Democracy; Iustitia; Judges (Poland)";6;;;0;60;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement and Iustitia gathered for a rally in Warsaw, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1637696301;POL
8656227;616;POL3478;3478;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Pomorskie;Gdansk;;Gdansk;54.3475;18.6454;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Gdansk, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1637696301;POL
8656228;616;POL3484;3484;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Lubuskie;Zielona Gora;;Zielona Gora;51.9371;15.501;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Zielona Gora, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1637696301;POL
8656229;616;POL3480;3480;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Wielkopolskie;Koscianski;;Koscian;52.0853;16.6436;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Koscian, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1637696301;POL
8656230;616;POL3479;3479;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Wielkopolskie;Kalisz;;Kalisz;51.7627;18.089;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Kalisz, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1637696301;POL
8656231;616;POL3482;3482;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Lubelskie;Lublin;;Lublin;51.2507;22.5707;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Lublin, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1637696301;POL
8656272;100;BGR2172;2172;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Stara Zagora;Stara Zagora;;Stara Zagora;42.4328;25.6419;1;Fakti.bg;National;On 18 November 2021, residents protested in central Stara Zagora against the intervention by their southeastern neighbor Turkey in the country's presidential elections. [size=no report];0;1637696301;BGR
8656301;703;SVK257;257;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Slovakia);Teachers (Slovakia);6;;;0;60;Europe;Slovakia;Bratislavsky;Bratislava I;;Bratislava;48.1505;17.1085;1;Info (Slovakia);National;On 18 November 2021, teachers and their labour union representatives gathered for a rally in Bratislava, demanding higher wages and other social benefits. [size=no report];0;1637696301;SVK
8656406;100;BGR2173;2173;18.11.2021;2021;1;Protests;Protest with intervention;Protesters (Bulgaria);;6;Police Forces of Bulgaria (2017-);;1;16;Europe;Bulgaria;Sofia City;Sofia;;Sofia;42.6974;23.3212;1;Novinite;National;On 18 November 2021, police forces intervened against protesters in front of the Turkish embassy in Sofia, who gathered there to voice their dissatisfaction with Turkey's involvement in their presidential elections. [size=no report];0;1637696302;BGR
8656663;616;POL3481;3481;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Malopolskie;Krakow;;Krakow;50.062;19.937;1;RMF24;National;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Krakow, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1637696302;POL
8691629;616;POL3573;3573;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Swietokrzyskie;Starachowicki;;Starachowice;51.0453;21.0701;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Starachowice, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1639507036;POL
8844073;616;POL3485;3485;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"KOD: Committee for the Defence of Democracy; Iustitia; Judges (Poland)";6;;;0;60;Europe;Poland;Kujawsko-Pomorskie;Torun;;Torun;53.01;18.6053;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement and Iustitia gathered for a rally in Torun, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1645032565;POL
8844074;616;POL3572;3572;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Swietokrzyskie;Kielce;;Kielce;50.8714;20.6314;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Kielce, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1645032565;POL
9171850;616;POL3483;3483;18.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Opolskie;Opole;;Opole;50.6669;17.9214;1;Committee for the Defence of Democracy;New media;On 18 November 2021, activists affiliated with the KOD movement gathered for a rally in Opole, demanding preservation of genuine independence of courts and judges in Poland. [size=no report];0;1651165025;POL
8656218;203;CZE466;466;17.11.2021;2021;1;Protests;Peaceful protest;Protesters (Czech Republic);;6;;;0;60;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Ceske Noviny;National;On 17 November 2021, about 10 000 activists gathered for a rally in Prague, protesting against coronavirus-related restrictions. [size=about 10 000];0;1637696301;CZE
8656407;203;CZE468;468;17.11.2021;2021;1;Protests;Peaceful protest;Protesters (Czech Republic);;6;;;0;60;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Novinky;National;On 17 November 2021, about 20 leftist activists gathered for a rally in Prague, protesting against some policy proposals announced by the newly formed government, especially regarding climate protection and military spending. [size=about 20];0;1637696302;CZE
8656408;203;CZE463;463;17.11.2021;2021;1;Protests;Peaceful protest;Protesters (Czech Republic);MMD: Million Moments for Democracy;6;;;0;60;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Novinky;National;On 17 November 2021, thousands activists affiliated with the movement Million Moments for Democracy gathered for a rally in Prague. They were celebrating the anniversary of the Velvet Revolution and protesting against the current scandals of the government, including corruption or orientation towards Russia and China. [size=thousands];0;1637696302;CZE
8656409;203;CZE464;464;17.11.2021;2021;1;Protests;Peaceful protest;Protesters (Czech Republic);Protesters (Belarus);6;;;0;60;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Novinky;National;On 17 November 2021, about 350 Czech and Belarusian activists gathered for a rally in Prague, protesting against the ongoing political violence in Belarus. [size=about 350];0;1637696302;CZE
8656410;203;CZE467;467;17.11.2021;2021;1;Protests;Peaceful protest;Protesters (Czech Republic);;6;;;0;60;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Novinky;National;On 17 November 2021, activists gathered for a rally in Prague near a local memorial of the revolution against the Communist regime, protesting against the current prime minister due to his alleged cooperation with the previous Communist regime and its secret police. [size=no report];0;1637696302;CZE
8656698;703;SVK255;255;17.11.2021;2021;1;Protests;Peaceful protest;Protesters (Slovakia);Smer-SD: Direction - Social Democracy;6;;;0;60;Europe;Slovakia;Bratislavsky;Bratislava I;;Bratislava;48.1505;17.1085;1;Topky;National;On 17 November 2021, several hundred activists affiliated with the Smer party gathered for a rally in Bratislava, protesting against the current government, including its coronavirus-related politics. [size=several hundred];0;1637696302;SVK
8656699;703;SVK254;254;17.11.2021;2021;1;Riots;Violent demonstration;Rioters (Slovakia);LSNS: People's Party Our Slovakia;5;Police Forces of Slovakia (2020-);;1;15;Europe;Slovakia;Bratislavsky;Bratislava I;;Bratislava;48.1505;17.1085;1;Topky;National;"On 17 November 2021, several hundred activists affiliated with the People's party Our Slovakia gathered for a rally in Bratislava, protesting against the current government, including its coronavirus-related politics, illegal migration or European integration. Later they clashed with police. Several law enforcers were injured; nine activists were detained. [size=several hundred]";0;1637696302;SVK
8668434;616;POL3501;3501;17.11.2021;2021;2;Strategic developments;Looting/property destruction;Unidentified Armed Group (Poland);;3;Civilians (Poland);Health Workers (Poland);7;37;Europe;Poland;Podlaskie;Hajnowski;;Hajnowka;52.7388;23.5822;2;Wprost;National;Property destruction: Around 17 November 2021 (as reported), a group of individuals armed with knives and axes damaged cars of health workers, who were helping migrants near Hajnowka in the border area with Belarus. The incident was most likely related to the ongoing migration crisis.;0;1638296435;POL
8678781;348;HUN329;329;17.11.2021;2021;1;Protests;Peaceful protest;Protesters (Hungary);Teachers (Hungary);6;;;0;60;Europe;Hungary;Baranya;Mohacsi;;Mohacs;45.9929;18.6823;1;Heti Vilaggazdasag;National;On 17 November 2021, teachers protested in Mohacs against mandatory coronavirus vaccination for pedagogues. [size=no report];0;1638907975;HUN
8973508;440;LTU207;207;17.11.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);Farmers (Lithuania);6;;;0;60;Europe;Lithuania;Vilniaus;Vilniaus;;Vilnius;54.6869;25.2826;1;Lrytas;National;On 17 November 2021, approximately 10 farmers gathered in front of the Agriculture Ministry in Vilnius to demand the minister's resignation, supposedly on the grounds that Lithuania's implementation of the European Green Deal would jeopardize their interests. [size=approximately 10];0;1648594142;LTU
8656243;100;BGR2171;2171;16.11.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Plovdiv;Plovdiv;;Plovdiv;42.15;24.75;1;Dnes.bg;National;On 16 November 2021, residents of Plovdiv protested against the extradition of a local Bulgarian citizen to Greece on charges of participating in migrant smuggling. [size=no report];0;1637696301;BGR
8656694;703;SVK256;256;16.11.2021;2021;1;Protests;Peaceful protest;Protesters (Slovakia);"Students (Slovakia); Teachers (Slovakia); Labour Group (Slovakia)";6;;;0;60;Europe;Slovakia;Bratislavsky;Bratislava I;;Bratislava;48.1505;17.1085;1;Teraz;National;On 16 November 2021, about 1000 activists, mostly students, teachers and employees of universities, gathered for a rally in Bratislava, protesting against a proposed reform of the educational system, claiming it restricts their freedom and autonomy. [size=about 1000];0;1637696302;SVK
8668415;616;POL3497;3497;16.11.2021;2021;1;Riots;Mob violence;Rioters (International);"Refugees/IDPs (International); Military Forces of Belarus (1994-)";5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Sokolski;;Kuznica;53.5099;23.6488;2;TUT.BY;Regional;"On 16 November 2021, hundreds of refugees tried to cross the border from Belarus to Poland at the crossing point in Kuznica. They pelted stones at the Polish military and police forces, and occasionally used sound grenades. According to the Polish government, Belarusian military forces were at the location coordinating the event and directing the migrants. The Poles used tear gas and water cannons to repell the migrants. About a dozen of Polish individuals were injured. Among migrants, about 100 people were injured - mostly caused by tear gas. Belarusian sources claimed that the Poles used also toxic substances against the migrants; Warsaw denied that. [size=hundreds]";0;1638296434;POL
8844078;616;POL3493;3493;16.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"Women's Strike; Women (Poland)";6;;;0;60;Europe;Poland;Dolnoslaskie;Wroclaw;;Wroclaw;51.109;17.0326;1;Wyborcza;National;On 16 November 2021, several dozen activists affiliated with the Women's Strike movement gathered for a rally in Wroclaw, protesting against the restriction of abortions in the country. [size=several dozen];0;1645032565;POL
8973511;440;LTU208;208;16.11.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);"LKS: Russian Union of Latvia; Russian Ethnic Group (Latvia)";6;;;0;60;Europe;Lithuania;Vilniaus;Vilniaus;;Vilnius;54.6869;25.2826;1;Lrytas;National;On 16 November 2021, approximately 50 protesters gathered in front of a court in Vilnius in support of a Lithuanian politician who stood accused of espionage for Russia, claiming the accusations are politically motivated. An ethnic Russian MEP from Latvia, representing the LKS: Russian Union of Latvia party, also joined the event. [size=approximately 50];0;1648594142;LTU
8656126;642;ROU1780;1780;15.11.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Bucharest;Municipality of Bucharest;;Bucharest;44.4333;26.1;1;"Adevarul; Agerpres";National;On 15 November 2021, several tens of people protested outside the USR, PSD, and PNL headquarters in Bucharest, showing opposition to the draft law obliging employees to present a coronavirus vaccination certificate at their workplace. [size=several tens];0;1637696301;ROM
8656167;616;POL3488;3488;15.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);Labour Group (Poland);6;;;0;60;Europe;Poland;Zachodniopomorskie;Szczecin;;Szczecin;53.4325;14.5486;1;24kurier;National;On 15 November 2021, about 100 employees of a municipal social centre in Szczecin gathered for a rally, demanding higher wages and other social benefits. [size=about 100];0;1637696301;POL
8656244;616;POL3475;3475;15.11.2021;2021;1;Riots;Mob violence;Rioters (International);Refugees/IDPs (International);5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Hajnowski;;Starzyna;52.5876;23.5355;2;Dorzeczy;National;On 15 November 2021, during the night, several hundred refugees tried to cross the border fence and enter the Polish territory near Starzyna. Some of them were pelting stones and other objects to Polish forces. [size=several hundred];0;1637696301;POL
8656356;616;POL3496;3496;15.11.2021;2021;1;Riots;Mob violence;Rioters (International);"Refugees/IDPs (International); Military Forces of Belarus (1994-)";5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Hajnowski;;Czeremcha;52.515;23.3509;2;Kresy;National;On 15 November 2021, during the night, about 60 refugees tried to forcefully enter the Polish territory from Belarus near Czeremcha, with assistance of the Belarusian forces. Polish police and military forces blocked them and prevented them from crossing the border. [size=about 60];0;1637696302;POL
8656373;440;LTU209;209;15.11.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);Women (Lithuania);6;;;0;60;Europe;Lithuania;Siauliu;Radviliskio;;Radviliskis;55.8123;23.5471;1;Lrytas;National;On 15 November 2021, several mothers gathered in Radviliskis to protest against plans to make coronavirus vaccination certificates compulsory for children of over 12 years of age (the certificates are necessary in Lithuania for access to a number of public spaces, such as restaurants and shopping malls). [size=no report];0;1637696302;LTU
8668347;616;POL3358;3358;15.11.2021;2021;3;Strategic developments;Arrests;Police Forces of Poland (2015-);;1;Civilians (International);"Refugees/IDPs (International); Civilians (Syria); Refugees/IDPs (Syria); Civilians (Iraq); Refugees/IDPs (Iraq)";7;17;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;3;Radiozet;National;Around 15 November 2021 (month of), police forces of Poland detained numerous irregular migrants, mostly Iraqis and Syrians, passing the Polish territory from Belarus to Germany [coded to Warsaw]. Alongside, foreigners of various nationalities including Russian, Georgian or Central Asian, were arrested across the country for processing or facilitating illegal migration. Most of the cases were reported from the Podlaskie, Lodzkie and Dolnoslaskie provinces.;0;1638296434;POL
8973516;440;LTU210;210;15.11.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);Women (Lithuania);6;;;0;60;Europe;Lithuania;Kauno;Kauno City;;Kaunas;54.8972;23.9008;1;"Delfi - Lithuanian News; Lrytas";National;On 15 November 2021, approximately 30 mothers gathered in central Kaunas to protest against plans to make coronavirus vaccination certificates compulsory for children of over 12 years of age (the certificates are necessary in Lithuania for access to a number of public spaces, such as restaurants and shopping malls). [size=approximately 30];0;1648594142;LTU
9165199;440;LTU206;206;15.11.2021;2021;1;Protests;Protest with intervention;Protesters (Lithuania);"Women (Lithuania); Lithuanian Farmers and Greens Union; Farmers (Lithuania)";6;Police Forces of Lithuania (2020-);;1;16;Europe;Lithuania;Vilniaus;Vilniaus;;Vilnius;54.6869;25.2826;1;"Delfi - Lithuanian News; Lrytas";National;On 15 November 2021, dozens of mothers gathered in front of the seat of the Lithuanian government in Vilnius to protest against plans to make coronavirus vaccination certificates compulsory for children of over 12 years of age (the certificates are necessary in Lithuania for access to a number of public spaces, such as restaurants and shopping malls). Police detained several men who came to support the protest, claiming they were behaving aggressively. A member of the Lithuanian Farmers and Greens Union also came to support the protest. [size=dozens];0;1650997733;LTU
8656124;642;ROU1778;1778;14.11.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Sibiu;Sibiu;;Sibiu;45.8;24.15;1;"HotNews.ro; News.ro; Turnul Sfatului; Ziarul de Iasi";Subnational-National;On 14 November 2021, people protested outside the Roman Catholic Saint Trinity Church in Sibiu, where the Romanian president was attending service, condemning PNL's alliance with PSD. [size=no report];0;1637696301;ROM
8656125;642;ROU1779;1779;14.11.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Suceava;Suceava;;Suceava;47.6333;26.25;1;"Agerpres; News.ro; Ziarul de Iasi; Newsweek.ro";National;On 14 November 2021, at least 1000 people marched in Suceava against the coronavirus vaccination certificate required to enter various public establishments, asking people to not wear facemasks and calling on the government to open schools for physical presence of children. [size=at least 1000];0;1637696301;ROM
8656411;203;CZE462;462;14.11.2021;2021;1;Protests;Peaceful protest;Protesters (Czech Republic);Health Workers (Czech Republic);6;;;0;60;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Novinky;National;On 14 November 2021, about 100 activists, including some health workers, gathered for a rally in Prague, protesting against coronavirus-related restrictions. [size=about 100];0;1637696302;CZE
8656415;616;POL3487;3487;14.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"KOD: Committee for the Defence of Democracy; ORP: Citizens of Poland";6;;;0;60;Europe;Poland;Wielkopolskie;Kalisz;;Kalisz;51.7627;18.089;1;Onet;National;On 14 November 2021, several hundred activists gathered for a rally in Kalisz, criticizing a recent event, at which anti-Semitic slogans were chanted, and calling for tolerance among religious and ethnic groups in Poland. The movements KOD, ORP and other participated. [size=several hundred];0;1637696302;POL
8668175;203;CZE469;469;14.11.2021;2021;1;Protests;Peaceful protest;Protesters (Czech Republic);Health Workers (Czech Republic);6;;;0;60;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Novinky;National;On 14 November 2021, several dozen activists, including health workers, gathered for a rally in Prague, protesting against coronavirus-related restrictions. [size=several dozen];0;1638296434;CZE
8844081;616;POL3491;3491;14.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"NSZZ: Independent and Self-Governing Trade Union Solidarity; Labour Group (Poland)";6;;;0;60;Europe;Poland;Dolnoslaskie;Wroclaw;;Wroclaw;51.109;17.0326;1;Bankier;National;On 14 November 2021, about 150 employees of a local factory and members of the Solidarity union gathered for a rally in Wroclaw, protesting against a considered shutdown of the facility. [size=about 150];0;1645032565;POL
8844082;616;POL3494;3494;14.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);;6;;;0;60;Europe;Poland;Dolnoslaskie;Wroclaw;;Wroclaw;51.109;17.0326;1;WiadomosciWp;National;On 14 November 2021, several dozen nationalist activists gathered for a rally in Wroclaw, declaring their support to the military and police forces, facing large-scale migration at the border with Belarus. [size=several dozen];0;1645032565;POL
8656222;616;POL3470;3470;13.11.2021;2021;1;Riots;Mob violence;Rioters (Belarus);Military Forces of Belarus (1994-);5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Hajnowski;;Czeremcha;52.515;23.3509;2;Charter-97;Regional;On 13 November 2021, Belarusian military forces were pelting stones on Polish forces over the border fences near Czeremcha. One Polish policeman was injured. [size=no report];0;1637696301;POL
8656257;616;POL3471;3471;13.11.2021;2021;1;Riots;Mob violence;Rioters (Belarus);Military Forces of Belarus (1994-);5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Sokolski;;Szudzialowo;53.2994;23.6548;2;Dziennik;National;On 13 November 2021, Belarusian military forces were pelting stones at Polish forces over the border fences near Szudzialowo. No injuries were reported. [size=no report];0;1637696301;POL
8656357;616;POL3473;3473;13.11.2021;2021;1;Riots;Mob violence;Rioters (International);Refugees/IDPs (International);5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Siemiatycki;;Klukowicze-Kolonia;52.396;23.2709;2;Kresy;National;On 13 November 2021, refugees tried to destroy the border fence between Poland and Belarus near Klukowicze-Kolonia and to enter the Polish territory. Some of them were pelting stones and other objects to Polish forces and damaged a police car. [size=no report];0;1637696302;POL
8656358;616;POL3489;3489;13.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);MW: All-Poland Youth;6;;;0;60;Europe;Poland;Podkarpackie;Rzeszow;;Rzeszow;50.0375;22.0045;1;Kresy;National;On 13 November 2021, activists affiliated with All-Poland Youth gathered for a rally in Rzeszow, declaring their support to the military and police forces, facing large-scale migration at the border with Belarus. [size=no report];0;1637696302;POL
8656359;616;POL3490;3490;13.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);MW: All-Poland Youth;6;;;0;60;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Kresy;National;On 13 November 2021, activists affiliated with All-Poland Youth gathered for a rally in Warsaw, declaring their support to the military and police forces, facing large-scale migration at the border with Belarus. [size=no report];0;1637696302;POL
8656360;616;POL3472;3472;13.11.2021;2021;1;Riots;Mob violence;Rioters (International);Refugees/IDPs (International);5;Military Forces of Poland (2015-);Police Forces of Poland (2015-);1;15;Europe;Poland;Podlaskie;Hajnowski;;Dubicze Cerkiewne;52.6504;23.4404;2;Kresy;National;On 13 November 2021, about 50 refugees tried to cross the border fence by force and enter the Polish territory near Dubicze Cerkiewne and Starzyna [coded to Dubicze Cerkiewne]. About two dozen of them were detained by Polish military and police forces. [size=about 50];0;1637696302;POL
8656416;616;POL3474;3474;13.11.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);MW: All-Poland Youth;6;Protesters (Poland);"Women's Strike; Women (Poland); KOD: Committee for the Defence of Democracy";6;66;Europe;Poland;Pomorskie;Gdansk;;Gdansk;54.3475;18.6454;1;Onet;National;On 13 November 2021, several dozen activists affiliated with All-Poland Youth gathered for a rally in Gdansk, declaring their support to the military and police forces, facing large-scale migration at the border with Belarus. Another group of counter-protesters, including members of the KOD movement and Women's Strike, gathered nearby, demanding solidarity with the refugees. [size=several dozen];0;1637696302;POL
8668421;616;POL3500;3500;13.11.2021;2021;2;Strategic developments;Change to group/activity;Police Forces of Poland (2015-);;1;;;0;10;Europe;Poland;Podlaskie;Bialystok;;Bialystok;53.1325;23.1592;2;Tvn24;National;Movement of forces: Around 13 November 2021 (as reported), a special anti-terrorist unit of the Police forces of Poland has been deployed to the border with Belarus [coded to Bialystok]. They shall assist with tackling the ongoing migration crisis between Poland and Belarus.;0;1638296435;POL
