"","year","title","bechdel_rating","id","titleid"
"1632",1974,"Vampyres",8355,3,"tt0072354"
"1633",1974,"Sugarland Express, The",8551,2,"tt0072226"
"1634",1974,"Airport 1975",9046,3,"tt0071110"
"1635",1974,"Killdozer",9154,0,"tt0071717"
"1636",1974,"Kozure Okami: Jigoku e ikuzo! Daigoro",9385,0,"tt0071695"
"1637",1974,"Arena, The",9748,3,"tt0069729"
"1638",1974,"Watch Out, We&#39;re Mad",9778,0,"tt0069697"
"1639",1974,"Blood for dracula",10128,3,"tt0071233"
"1640",1975,"Picnic at Hanging Rock",230,3,"tt0073540"
"1641",1975,"Stepford Wives, The",293,3,"tt0073747"
"1642",1975,"Three Days of the Condor",337,1,"tt0073802"
"1643",1975,"Ironiya sudby, ili S legkim parom!",529,2,"tt0073179"
"1644",1975,"Grey Gardens",564,3,"tt0073076"
"1645",1975,"Tommy",850,1,"tt0073812"
"1646",1975,"One Flew Over the Cuckoo&#39;s Nest",1321,2,"tt0073486"
"1647",1975,"Rocky Horror Picture Show, The",1228,3,"tt0073629"
"1648",1975,"Fawlty Towers",1737,3,"tt0072500"
"1649",1975,"Dersu Uzala",1807,0,"tt0071411"
"1650",1975,"Monty Python and the Holy Grail",1839,2,"tt0071853"
"1651",1975,"Barry Lyndon",2317,1,"tt0072684"
"1652",1975,"Jaws",2561,3,"tt0073195"
"1653",1975,"Dialogues of Exiles",2760,3,"tt0071427"
"1654",1975,"Maids, The",2831,3,"tt0071798"
"1655",1975,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",3368,3,"tt0073198"
"1656",1975,"Mirror, The",3668,3,"tt0072443"
"1657",1975,"Dog Day Afternoon",3799,3,"tt0072890"
"1658",1975,"Story of O, The",4284,3,"tt0073115"
"1659",1975,"Nashville",4517,3,"tt0073440"
"1660",1975,"Dolemite",5798,0,"tt0072895"
"1661",1975,"Zorro",5963,1,"tt0072448"
"1662",1975,"Terror of Mechagodzilla",6564,1,"tt0073373"
"1663",1975,"A boy and His Dog",6654,0,"tt0072730"
"1664",1975,"Switchblade Sisters",6799,3,"tt0073778"
"1665",1975,"Blonde in Black Leather",6900,3,"tt0073598"
"1666",1975,"Emmanuelle II",7008,3,"tt0072933"
"1667",1975,"Deep Red",7170,3,"tt0073582"
"1668",1975,"Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]",7238,3,"tt0073650"
"1669",1975,"Katie Tippel",7252,3,"tt0073233"
"1670",1975,"Love and Death",7318,3,"tt0073312"
"1671",1975,"Inserts",8958,1,"tt0073172"
"1672",1975,"Death Race 2000",9160,3,"tt0072856"
"1673",1975,"Numero deux",9217,3,"tt0073471"
"1674",1975,"Flatfoot in Hong Kong",9559,1,"tt0073541"
"1675",1975,"Mandingo",9730,2,"tt0073349"
"1676",1975,"Count of Monte-Cristo, The",9823,1,"tt0072824"
"1677",1975,"L&#39;histoire d&#39;Ad&egrave;le H.",10344,3,"tt0073114"
"1678",1975,"Cleopatra Jones and the Casino of Gold",10450,3,"tt0072791"
"1679",1975,"Supervixens",10466,2,"tt0073768"
"1680",1975,"Dr. Minx",10505,2,"tt0072905"
"1681",1975,"Sheba, Baby",10587,0,"tt0073697"
"1682",1976,"Assault on Precinct 13",219,3,"tt0074156"
"1683",1976,"Carrie",457,3,"tt0074285"
"1684",1976,"Outlaw Josey Wales, The",967,2,"tt0075029"
"1685",1976,"Man Who Fell to Earth, The",1423,1,"tt0074851"
"1686",1976,"Omen, The",1287,3,"tt0075005"
"1687",1976,"Logan&#39;s Run",1393,2,"tt0074812"
"1688",1976,"Network",1401,3,"tt0074958"
"1689",1976,"Taxi Driver",2223,1,"tt0075314"
"1690",1976,"Rocky",2267,1,"tt0075148"
"1691",1976,"Silent Movie",2367,1,"tt0075222"
"1692",1976,"Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix)",2530,1,"tt0072901"
"1693",1976,"Bugsy Malone",2640,3,"tt0074256"
"1694",1976,"Sparkle",2672,3,"tt0075249"
"1695",1976,"Revenge Of The Cheerleaders",2683,1,"tt0075137"
"1696",1976,"Murder by Death",2949,3,"tt0074937"
"1697",1976,"Sebastiane",2974,1,"tt0075177"
"1698",1976,"In the Realm of the Senses",3190,3,"tt0074102"
"1699",1976,"Marathon Man",3417,1,"tt0074860"
"1700",1976,"A Star Is Born",3722,0,"tt0075265"
"1701",1976,"Small Change",3879,3,"tt0074152"
"1702",1976,"Little Girl Who Lives Down the Lane, The",4185,3,"tt0074806"
"1703",1976,"Il secondo tragico Fantozzi",4612,1,"tt0075178"
"1704",1976,"Family Plot",4615,3,"tt0074512"
"1705",1976,"Silver Streak",5706,1,"tt0075223"
"1706",1976,"Desert of the Tartars, The",6505,0,"tt0074400"
"1707",1976,"All the President&#39;s Men",7183,1,"tt0074119"
"1708",1976,"Pascual Duarte",7405,1,"tt0073518"
"1709",1976,"Town That Dreaded Sundown, The",8161,1,"tt0075342"
"1710",1976,"Tenant, The",8271,1,"tt0074811"
"1711",1976,"Az otodik pecset",8541,1,"tt0075467"
"1712",1976,"Gumball Rally, The",8628,3,"tt0074597"
"1713",1976,"Two-Minute Warning",9152,1,"tt0075359"
"1714",1976,"Allegro non troppo",9297,0,"tt0074121"
"1715",1976,"Keoma",9387,1,"tt0074740"
"1716",1976,"Canoa: A Shameful Memory",9644,0,"tt0131335"
"1717",1976,"Drum",9731,2,"tt0074437"
"1718",1976,"Mandinga",9732,1,"tt0074855"
"1719",1976,"Emmanuelle bianca e nera",9733,2,"tt0074471"
"1720",1976,"Freaky Friday",10201,3,"tt0076054"
"1721",1976,"Charlies Angels",10287,1,"tt0073972"
"1722",1976,"Up!",10469,3,"tt0075376"
"1723",1977,"Star Wars",669,1,"tt0076759"
"1724",1977,"Sluzhebnyy roman",688,3,"tt0076727"
"1725",1977,"Turning Point, The",693,3,"tt0076843"
"1726",1977,"Julia",862,3,"tt0076245"
"1727",1977,"Saturday Night Fever",911,1,"tt0076666"
"1728",1977,"Many Adventures of Winnie the Pooh, The",1063,0,"tt0076363"
"1729",1977,"Rescuers, The",1217,3,"tt0076618"
"1730",1977,"Stroszek",1477,0,"tt0075276"
"1731",1977,"Annie Hall",1469,3,"tt0075686"
"1732",1977,"Goodbye Girl, The",1687,3,"tt0076095"
"1733",1977,"Soldaat van Oranje",1710,1,"tt0076734"
"1734",1977,"Suspiria",1857,3,"tt0076786"
"1735",1977,"3 Women",2524,3,"tt0075612"
"1736",1977,"House",2534,3,"tt0076162"
"1737",1977,"A Special Day",3366,2,"tt0076085"
"1738",1977,"A Bridge Too Far",2983,1,"tt0075784"
"1739",1977,"Devil, Probably, The",3216,2,"tt0075938"
"1740",1977,"ABBA: The Movie",3248,1,"tt0075617"
"1741",1977,"Death Trap!",3567,3,"tt0074455"
"1742",1977,"Close Encounters of the Third Kind",3610,1,"tt0075860"
"1743",1977,"A Little Night Music",3720,3,"tt0076319"
"1744",1977,"Man Who Loved Women, The",3952,1,"tt0076155"
"1745",1977,"Eraserhead",4147,0,"tt0074486"
"1746",1977,"Sentinel, The",4200,3,"tt0076683"
"1747",1977,"36 Crazy Fists, The",4452,0,"tt0076661"
"1748",1977,"High Anxiety",4474,1,"tt0076141"
"1749",1977,"Haunting of Julia, The",4936,3,"tt0074611"
"1750",1977,"Slap Shot",9184,3,"tt0076723"
"1751",1977,"Damnation Alley",5694,0,"tt0075909"
"1752",1977,"Spy Who Loved Me, The",5723,1,"tt0076752"
"1753",1977,"Martin",7034,1,"tt0077914"
"1754",1977,"Hills Have Eyes, The",7195,3,"tt0077681"
"1755",1977,"Desperate Living",7250,3,"tt0075936"
"1756",1977,"Kentucky Fried Movie, The",7695,1,"tt0076257"
"1757",1977,"Kingdom of the Spiders",7728,3,"tt0076271"
"1758",1977,"Orca",8401,1,"tt0076504"
"1759",1977,"Pete&#39;s Dragon",8439,2,"tt0076538"
"1760",1977,"Race for Your Life, Charlie Brown",8746,3,"tt0076591"
"1761",1977,"Duelists, The",8860,1,"tt0075968"
"1762",1977,"Alucarda",8985,3,"tt0075666"
"1763",1977,"Bad",9100,3,"tt0075679"
"1764",1977,"Peppermint Soda",9113,3,"tt0075939"
"1765",1977,"Planet of Dinosaurs",9211,3,"tt0078089"
"1766",1977,"Rabid",9401,3,"tt0076590"
"1767",1977,"Man in the Iron Mask, The",9580,2,"tt0074853"
"1768",1977,"Pumping Iron",9623,0,"tt0076578"
"1769",1977,"Emmanuelle 3",9757,3,"tt0077497"
"1770",1977,"Love Camp",9759,3,"tt0074548"
"1771",1977,"March or Die",9775,0,"tt0076175"
"1772",1977,"Hobbit, The",10607,0,"tt0077687"
"1773",1978,"Days of Heaven",238,3,"tt0077405"
"1774",1978,"Animal House",303,2,"tt0077975"
"1775",1978,"Quel maledetto treno blindato",405,0,"tt0076584"
"1776",1978,"H&ouml;stsonaten",515,3,"tt0077711"
"1777",1978,"Grease",753,3,"tt0077631"
"1778",1978,"Star Wars Holiday Special, The",1047,1,"tt0193524"
"1779",1978,"Shout, The",1200,0,"tt0078259"
"1780",1978,"Damien: Omen II",1284,2,"tt0077394"
"1781",1978,"Dawn of the Dead",1503,0,"tt0077402"
"1782",1978,"Interiors",1658,3,"tt0077742"
"1783",1978,"Superman",1999,1,"tt0078346"
"1784",1978,"Watership Down",2282,1,"tt0078480"
"1785",1978,"Avalanche",2584,2,"tt0077189"
"1786",1978,"Deer Hunter, The",2668,1,"tt0077416"
"1787",1978,"Halloween",2815,3,"tt0077651"
"1788",1978,"Death on the Nile",2965,3,"tt0077413"
"1789",1978,"Girlfriends",3048,3,"tt0077613"
"1790",1978,"A Woman Called Moses",3391,3,"tt0078509"
"1791",1978,"Midnight Express",3419,0,"tt0077928"
"1792",1978,"Hound of the Baskervilles, The",4317,3,"tt0076161"
"1793",1978,"La cage aux folles",4111,2,"tt0077288"
"1794",1978,"Ringing Bell (Chirin no Suzu)",4721,0,"tt0306646"
"1795",1978,"I Spit on Your Grave",4905,0,"tt0077713"
"1796",1978,"Within the Woods",5198,3,"tt0078503"
"1797",1978,"Wiz, The",5331,3,"tt0078504"
"1798",1978,"Battlestar Galactica",5548,3,"tt0077215"
"1799",1978,"Foul Play",6406,3,"tt0077578"
"1800",1978,"Magic",6638,1,"tt0077889"
"1801",1978,"Boys from Brazil, The",6695,1,"tt0077269"
"1802",1978,"Jaws 2",7223,2,"tt0077766"
"1803",1978,"Starcrash",8160,3,"tt0079946"
"1804",1978,"Lord of the Rings, The",8437,1,"tt0077869"
"1805",1978,"Gray Lady Down",8701,2,"tt0077629"
"1806",1978,"Pretty Baby",8721,2,"tt0078111"
"1807",1978,"Brink&#39;s Job, The",8887,1,"tt0077275"
"1808",1978,"Driver, The",9227,0,"tt0077474"
"1809",1978,"Convoy",9518,0,"tt0077369"
"1810",1978,"Lo chiamavano Bulldozer",9560,0,"tt0077864"
"1811",1978,"Jubilee",10068,3,"tt0076240"
"1812",1978,"Someone&#39;s Watching Me",10519,3,"tt0078295"
"1813",1978,"Piranha",10575,3,"tt0078087"
"1814",1978,"Last Waltz, The",10611,1,"tt0077838"
"1815",1979,"Alien",13,3,"tt0078748"
"1816",1979,"Manhattan",403,1,"tt0079522"
"1817",1979,"Warriors, The",695,1,"tt0080120"
"1818",1979,"Life of Brian",787,3,"tt0079470"
"1819",1979,"Frisco Kid, The",846,1,"tt0079180"
"1820",1979,"Die Blechtrommel",1020,3,"tt0078875"
"1821",1979,"Star Trek: The Motion Picture",1300,1,"tt0079945"
"1822",1979,"All That Jazz",1222,2,"tt0078754"
"1823",1979,"Being There",1699,2,"tt0078841"
"1824",1979,"Marriage of Maria Braun, The",1766,3,"tt0079095"
"1825",1979,"In-Laws, The",2187,3,"tt0079336"
"1826",1979,"Apocalypse Now",2227,0,"tt0078788"
"1827",1979,"China Syndrome, The",2284,3,"tt0078966"
"1828",1979,"Jerk, The",2327,1,"tt0079367"
"1829",1979,"Nosferatu the Vampyre",2496,0,"tt0079641"
"1830",1979,"Escape from Alcatraz",3420,0,"tt0079116"
"1831",1979,"Moonraker",3504,1,"tt0079574"
"1832",1979,"Stalker",3667,1,"tt0079944"
"1833",1979,"Quadrophenia",4599,1,"tt0079766"
"1834",1979,"Amityville Horror, The",4687,3,"tt0078767"
"1835",1979,"Rock &#39;n&#39; Roll High School",4741,3,"tt0079813"
"1836",1979,"L&#39;hypothese du tableau vole",4766,0,"tt0077707"
"1837",1979,"My Brilliant Career",4797,3,"tt0079596"
"1838",1979,"Time After Time",5234,2,"tt0080025"
"1839",1979,"Meatballs",5415,3,"tt0079540"
"1840",1979,"Angels&#39; Brigade",5708,3,"tt0078778"
"1841",1979,"Bell Jar, The",6280,3,"tt0078843"
"1842",1979,"Mad Max",6290,3,"tt0079501"
"1843",1979,"Rocky II",6870,1,"tt0079817"
"1844",1979,"Phantasm",7092,1,"tt0079714"
"1845",1979,"Black Hole, The",7233,0,"tt0078869"
"1846",1979,"Hair",7636,3,"tt0079261"
"1847",1979,"Kramer vs. Kramer",7645,1,"tt0079417"
"1848",1979,"Tourist Trap",8168,3,"tt0080040"
"1849",1979,"Rupan sansei: Kariosutoro no shiro",8510,3,"tt0079833"
"1850",1979,"Murder by Natural Causes",8516,1,"tt0079593"
"1851",1979,"Muppet Movie, The",8987,2,"tt0079588"
"1852",1979,"Osenniy marafon",9404,1,"tt0079679"
"1853",1979,"Scum",9417,0,"tt0079871"
"1854",1979,"Buffet froid",9638,0,"tt0078913"
"1855",1979,"North Avenue Irregulars, The",9857,3,"tt0079639"
"1856",1979,"Rose, The",9876,1,"tt0079826"
"1857",1979,"Norma Rae",9966,3,"tt0079638"
"1858",1979,"Beneath the Valley of the Ultra-Vixens",10470,2,"tt0078846"
"1859",1980,"Blues Brothers, The",208,1,"tt0080455"
"1860",1980,"Fame",360,3,"tt0080716"
"1861",1980,"Star Wars: Episode V - The Empire Strikes Back",670,0,"tt0080684"
"1862",1980,"Moskva slezam ne verit",684,3,"tt0079579"
"1863",1980,"Nine to Five (9 to 5)",863,3,"tt0080319"
"1864",1980,"Airplane!",873,3,"tt0080339"
"1865",1980,"Shining, The",930,2,"tt0081505"
"1866",1980,"Raging Bull",1437,1,"tt0081398"
"1867",1980,"Atlantic City",1223,3,"tt0080388"
"1868",1980,"La terrazza",1472,3,"tt0081616"
"1869",1980,"Nude Bomb, The",1845,1,"tt0081249"
"1870",1980,"Loose Shoes",1882,1,"tt0076582"
"1871",1980,"Any Which Way You Can",2068,1,"tt0080377"
"1872",1980,"Resurrection",2142,1,"tt0081414"
"1873",1980,"Cannibal Holocaust",2278,1,"tt0078935"
"1874",1980,"Fade to Black",2377,3,"tt0080711"
"1875",1980,"Fog, The",2484,3,"tt0080749"
"1876",1980,"Little Darlings",2799,3,"tt0081060"
"1877",1980,"Private Benjamin",2883,3,"tt0081375"
"1878",1980,"Xanadu",3254,3,"tt0081777"
"1879",1980,"Cruising",3427,0,"tt0080569"
"1880",1980,"Pepi, Luci, Bom and Other Girls Like Mom",3673,3,"tt0081323"
"1881",1980,"Flash Gordon",3858,3,"tt0080745"
"1882",1980,"Somewhere in Time",3873,2,"tt0081534"
"1883",1980,"Can&#39;t Stop the Music",3962,3,"tt0080492"
"1884",1980,"Superman II",4282,3,"tt0081573"
"1885",1980,"Friday the 13th",4569,3,"tt0080761"
"1886",1980,"Heaven&#39;s Gate",4960,0,"tt0080855"
"1887",1980,"Coal Miner&#39;s Daughter",5681,3,"tt0080549"
"1888",1980,"Blue Lagoon, The",6395,0,"tt0080453"
"1889",1980,"Ninth Configuration, The",6877,0,"tt0081237"
"1890",1980,"Ordinary People",7192,2,"tt0081283"
"1891",1980,"Battle Beyond the Stars",7307,2,"tt0080421"
"1892",1980,"Nightmare City",7389,3,"tt0080931"
"1893",1980,"Final Countdown, The",7401,0,"tt0080736"
"1894",1980,"King and the Mockingbird, The",7987,0,"tt0079820"
"1895",1980,"Mirror Crack&#39;d, The",8116,3,"tt0081163"
"1896",1980,"Maniac",8402,3,"tt0081114"
"1897",1980,"Indul a bakterhaz",8556,1,"tt0121403"
"1898",1980,"Popeye",8945,3,"tt0081353"
"1899",1980,"Party, The",9523,3,"tt0082100"
"1900",1980,"American Gigolo",9781,3,"tt0080365"
"1901",1980,"Kagemusha",9819,0,"tt0080979"
"1902",1980,"Health",10430,3,"tt0079256"
"1903",1981,"Raiders of the Lost Ark",340,3,"tt0082971"
"1904",1981,"Clash of the Titans",744,3,"tt0082186"
"1905",1981,"My Dinner With Andre",874,0,"tt0082783"
"1906",1981,"Ms. 45",972,3,"tt0082776"
"1907",1981,"Rich and Famous",1568,3,"tt0082992"
"1908",1981,"Southern Comfort",1197,0,"tt0083111"
"1909",1981,"Fox and the Hound, The",1124,2,"tt0082406"
"1910",1981,"Escape from New York",1427,0,"tt0082340"
"1911",1981,"History of the World: Part I",1081,1,"tt0082517"
"1912",1981,"Woman Next Door, The",1646,3,"tt0082370"
"1913",1981,"Umrao Jaan",1707,3,"tt0083248"
"1914",1981,"Quest for Fire",2053,1,"tt0082484"
"1915",1981,"Polyester",2062,3,"tt0082926"
"1916",1981,"Great Muppet Caper, The",2073,3,"tt0082474"
"1917",1981,"Das Boot",2143,0,"tt0082096"
"1918",1981,"Lady Chatterley&#39;s Lover",2533,3,"tt0082640"
"1919",1981,"Reds",2667,3,"tt0082979"
"1920",1981,"Time Bandits",2697,1,"tt0081633"
"1921",1981,"Outland",2753,1,"tt0082869"
"1922",1981,"An American Werewolf in London",2873,2,"tt0082010"
"1923",1981,"Heavy Metal",3231,1,"tt0082509"
"1924",1981,"Body Heat",3549,2,"tt0082089"
"1925",1981,"Mommy Dearest",3641,3,"tt0082766"
"1926",1981,"Evil Dead, The",3918,1,"tt0083907"
"1927",1981,"Christiane F. - Wir Kinder vom Bahnhof Zoo",3976,3,"tt0082176"
"1928",1981,"Pennies from Heaven",4009,1,"tt0082894"
"1929",1981,"Looker",4561,1,"tt0082677"
"1930",1981,"Friday the 13th Part 2",4572,2,"tt0082418"
"1931",1981,"Halloween II",4708,3,"tt0082495"
"1932",1981,"Stripes",5325,2,"tt0083131"
"1933",1981,"Horror Planet",5338,3,"tt0084090"
"1934",1981,"Howling, The",5378,3,"tt0082533"
"1935",1981,"For Your Eyes Only",5955,3,"tt0082398"
"1936",1981,"Der subjektive Faktor",6240,3,"tt0083137"
"1937",1981,"Il marchese del Grillo",6245,3,"tt0082714"
"1938",1981,"Gregory&#39;s Girl",6496,3,"tt0082477"
"1939",1981,"Chariots of Fire",6507,1,"tt0082158"
"1940",1981,"Marva Collins Story, The",6630,1,"tt0082719"
"1941",1981,"Blow Out",6865,3,"tt0082085"
"1942",1981,"Dragonslayer",6944,1,"tt0082288"
"1943",1981,"...E tu vivrai nel terrore! L&#39;aldila (The Beyond)",7221,3,"tt0082307"
"1944",1981,"Happy Birthday to Me",7362,3,"tt0082498"
"1945",1981,"La fuga de Segovia",7477,0,"tt0082424"
"1946",1981,"Shock Treatment",7732,3,"tt0083067"
"1947",1981,"Diva",8180,1,"tt0082269"
"1948",1981,"Prowler, The",8411,3,"tt0082951"
"1949",1981,"Galaxy of Terror",8413,3,"tt0082431"
"1950",1981,"Ragtime",8417,2,"tt0082970"
"1951",1981,"Excalibur",8502,1,"tt0082348"
"1952",1981,"Thief",8789,0,"tt0083190"
"1953",1981,"On a Golden Pond",8837,1,"tt0082846"
"1954",1981,"Dead and Buried",8973,1,"tt0082242"
"1955",1981,"Absence of Malice",9049,3,"tt0081974"
"1956",1981,"Masked Avengers, The",9158,0,"tt0082153"
"1957",1981,"Scanners",9416,1,"tt0081455"
"1958",1981,"Victory",9728,0,"tt0083284"
"1959",1981,"Nighthawks",9729,0,"tt0082817"
"1960",1981,"Cannibal Ferox",9750,3,"tt0082700"
"1961",1981,"Possession",9809,1,"tt0082933"
"1962",1981,"Four Seasons, The",10403,3,"tt0082405"
"1963",1981,"Maeve",10496,3,"tt0277122"
"1964",1982,"Le Retour de Martin Guerre",231,3,"tt0084589"
"1965",1982,"Blade Runner",234,1,"tt0083658"
"1966",1982,"Conan the Barbarian",407,1,"tt0082198"
"1967",1982,"Ladies and Gentlemen, the Fabulous Stains",821,3,"tt0082639"
"1968",1982,"Annie",851,3,"tt0083564"
"1969",1982,"Star Trek: The Wrath of Khan",896,3,"tt0084726"
"1970",1982,"TRON",1002,0,"tt0084827"
"1971",1982,"Sophie&#39;s Choice",1003,3,"tt0084707"
"1972",1982,"Dark Crystal, The",1035,1,"tt0083791"
"1973",1982,"Secret of NIMH, The",1510,3,"tt0084649"
"1974",1982,"Last Unicorn, The",1226,3,"tt0084237"
"1975",1982,"E.T.: The Extra-Terrestrial",1645,3,"tt0083866"
"1976",1982,"Liquid Sky",1696,3,"tt0085852"
"1977",1982,"Thing, The",1861,0,"tt0084787"
"1978",1982,"Deathtrap",1881,3,"tt0083806"
"1979",1982,"King of Comedy, The",1896,1,"tt0085794"
"1980",1982,"Fast Times at Ridgemont High",1934,2,"tt0083929"
"1981",1982,"Draughtsman&#39;s Contract, The",2241,2,"tt0083851"
"1982",1982,"Smithereens",2251,3,"tt0084698"
"1983",1982,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",2298,3,"tt0083745"
"1984",1982,"Cat People",2770,3,"tt0083722"
"1985",1982,"Tootsie",2874,1,"tt0084805"
"1986",1982,"Grease 2",3034,3,"tt0084021"
"1987",1982,"Fanny and Alexander",3078,2,"tt0083922"
"1988",1982,"Slumber Party Massacre, The",3105,3,"tt0084695"
"1989",1982,"First Blood",3342,0,"tt0083944"
"1990",1982,"Forbidden World",3618,3,"tt0083959"
"1991",1982,"Godard&#39;s Passion",3946,3,"tt0084481"
"1992",1982,"Porky&#39;s",4005,2,"tt0084522"
"1993",1982,"Koyaanisqatsi",4079,0,"tt0085809"
"1994",1982,"Best Little Whorehouse in Texas, The",4124,3,"tt0083642"
"1995",1982,"Diner",4406,1,"tt0083833"
"1996",1982,"Poltergeist",4544,3,"tt0084516"
"1997",1982,"Countryman",4564,0,"tt0083762"
"1998",1982,"Friday the 13th Part III",4573,3,"tt0083972"
"1999",1982,"Banana Joe",4584,0,"tt0082045"
"2000",1982,"Frances",4844,3,"tt0083967"
"2001",1982,"48 Hrs.",5355,2,"tt0083511"
"2002",1982,"Pink Floyd The Wall",6068,0,"tt0084503"
"2003",1982,"Last American Virgin, The",6115,3,"tt0084234"
"2004",1982,"Finye (The Wind)",6497,3,"tt0083942"
"2005",1982,"Verdict, The",6704,1,"tt0084855"
"2006",1982,"Rocky III",6871,0,"tt0084602"
"2007",1982,"State of Things, The",7107,3,"tt0084725"
"2008",1982,"Tenebre",7175,2,"tt0084777"
"2009",1982,"Swamp Thing",7199,2,"tt0084745"
"2010",1982,"An Officer and a Gentleman",7244,3,"tt0084434"
"2011",1982,"Beast Within, The",7345,1,"tt0083629"
"2012",1982,"Fits, The",7348,1,"tt4238858"
"2013",1982,"Mil gritos tiene la noche [Pieces]",7414,1,"tt0082748"
"2014",1982,"Missing",7557,3,"tt0084335"
"2015",1982,"Evil Under the Sun",8115,3,"tt0083908"
"2016",1982,"Scarlet Pimpernel, The",8117,2,"tt0084637"
"2017",1982,"Entity, The",8165,3,"tt0082334"
"2018",1982,"Victor Victoria",8665,3,"tt0084865"
"2019",1982,"Tex",8986,2,"tt0084783"
"2020",1982,"Monty Python Live at the Hollywood Bowl",9356,1,"tt0084352"
"2021",1982,"Party 2, The",9524,3,"tt0083686"
"2022",1982,"Gandhi",9593,2,"tt0083987"
"2023",1982,"Deux heures moins le quart avant Jesus-Christ",9634,2,"tt0083824"
"2024",1982,"Piratensender Power Play",9723,1,"tt0082911"
"2025",1982,"Sorceress",9741,3,"tt0086340"
"2026",1982,"World According to Garp, The",10183,3,"tt0084917"
"2027",1982,"Six Pack",10506,2,"tt0084690"
"2028",1983,"Silkwood",442,3,"tt0086312"
"2029",1983,"Christine",455,1,"tt0085333"
"2030",1983,"Star Wars: Episode VI - Return of the Jedi",671,1,"tt0086190"
"2031",1983,"Educating Rita",1105,3,"tt0085478"
"2032",1983,"Trading Places",1667,1,"tt0086465"
"2033",1983,"Hunger, The",1785,3,"tt0085701"
"2034",1983,"Ballad of Narayama, The",1793,3,"tt0084390"
"2035",1983,"Yellowbeard",1822,1,"tt0086618"
"2036",1983,"Breathless",2255,0,"tt0085276"
"2037",1983,"Rumble Fish",2387,2,"tt0086216"
"2038",1983,"El Norte",2599,3,"tt0085482"
"2039",1983,"Dark Habits",3376,3,"tt0085496"
"2040",1983,"Local Hero",3519,1,"tt0085859"
"2041",1983,"Born in Flames",3644,3,"tt0085267"
"2042",1983,"Lianna",3672,3,"tt0085838"
"2043",1983,"WarGames",3685,1,"tt0086567"
"2044",1983,"Videodrome",3892,2,"tt0086541"
"2045",1983,"Flashdance",3972,3,"tt0085549"
"2046",1983,"Superman III",4283,3,"tt0086393"
"2047",1983,"Terms of Endearment",4448,1,"tt0086425"
"2048",1983,"Terms of Endearment",4449,3,"tt0086425"
"2049",1983,"Go for It",4585,0,"tt0085601"
"2050",1983,"Man With Two Brains, The",4622,1,"tt0085894"
"2051",1983,"Los renglones torcidos de Dios",4771,3,"tt0224005"
"2052",1983,"Hercules",5257,3,"tt0085672"
"2053",1983,"Scarface",5321,1,"tt0086250"
"2054",1983,"Dead Zone, The",5427,1,"tt0085407"
"2055",1983,"A Christmas Story",5473,1,"tt0085334"
"2056",1983,"Merry Christmas Mr Lawrence",5945,0,"tt0085933"
"2057",1983,"Krull",6126,1,"tt0085811"
"2058",1983,"Mickey&#39;s Christmas Carol",6127,1,"tt0085936"
"2059",1983,"Octopussy",6313,2,"tt0086034"
"2060",1983,"Meaning of Life , The",6439,1,"tt0085959"
"2061",1983,"4th Man, The",6791,1,"tt0086543"
"2062",1983,"Jaws 3-D",7243,3,"tt0085750"
"2063",1983,"Mortelle randonn&eacute;e",7247,3,"tt0084358"
"2064",1983,"El pico",7531,1,"tt0086104"
"2065",1983,"Outsiders, The",7563,2,"tt0086066"
"2066",1983,"Yentl",7587,3,"tt0086619"
"2067",1983,"Cujo",7750,3,"tt0085382"
"2068",1983,"Barefoot Gen",8029,3,"tt0085218"
"2069",1983,"Strange Brew",8326,1,"tt0086373"
"2070",1983,"Deathstalker",9376,1,"tt0087127"
"2071",1983,"Wild Style",8812,3,"tt0084904"
"2072",1983,"Best Christmas Pageant Ever, The",8971,3,"tt0085231"
"2073",1983,"Suburbia",9130,3,"tt0086589"
"2074",1983,"Risky Business",9274,3,"tt0086200"
"2075",1983,"Under Fire",9705,1,"tt0086510"
"2076",1983,"Die Supernasen",9720,1,"tt0086394"
"2077",1983,"Women&#39;s Prison Massacre",9749,3,"tt0085250"
"2078",1984,"Ghostbusters",376,2,"tt0087332"
"2079",1984,"Gremlins",406,1,"tt0087363"
"2080",1984,"Conan the Destroyer",413,3,"tt0087078"
"2081",1984,"Bostonians, The",514,3,"tt0086992"
"2082",1984,"Kaze no tani no Naushika",570,3,"tt0087544"
"2083",1984,"Police Academy",575,3,"tt0087928"
"2084",1984,"Amadeus",613,3,"tt0086879"
"2085",1984,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",743,3,"tt0086856"
"2086",1984,"Paris, Texas",813,1,"tt0087884"
"2087",1984,"Indiana Jones and the Temple of Doom",1048,0,"tt0087469"
"2088",1984,"What Have I Done to Deserve This?",1582,3,"tt0088461"
"2089",1984,"Star Trek III: The Search for Spock",1304,1,"tt0088170"
"2090",1984,"Terminator, The",1418,3,"tt0088247"
"2091",1984,"Sixteen Candles",1296,3,"tt0088128"
"2092",1984,"Karate Kid, The",1430,3,"tt0087538"
"2093",1984,"Dune",1534,3,"tt0087182"
"2094",1984,"This Is Spinal Tap",1536,1,"tt0088258"
